label	intensity_mean	area	axis_major_length	axis_minor_length	major_length_um	minor_length_um	axis_ratio	name	date	op_date	group	paw	spot
477	3055.195652173913	46.0	8.44646924361927	7.340443451019461	2.6775307502273082	2.3269205739731693	0.8690546593258083	example_image	170125	co	co	co	ps
478	3373.1176470588234	17.0	8.651659440400111	2.7439773622801416	2.7425760426068355	0.8698408238428049	0.3171619712013585	example_image	170125	co	co	co	ps
479	3287.794117647059	34.0	8.817997639058117	4.990025759846563	2.795305251581423	1.5818381658713605	0.5658910292449983	example_image	170125	co	co	co	ps
480	3083.3636363636365	88.0	12.112067188882163	9.579824373315747	3.8395252988756456	3.0368043263410915	0.7909322350943696	example_image	170125	co	co	co	ps
481	3224.4	20.0	5.789430724463774	4.686415675826769	1.8352495396550164	1.4855937692370857	0.8094778051361574	example_image	170125	co	co	co	ps
482	3319.6451612903224	31.0	11.010362300665847	3.7811924421895373	3.4902848493110734	1.1986380041740834	0.3434212552624968	example_image	170125	co	co	co	ps
483	2681.169014084507	71.0	12.546274191803075	7.489849650311988	3.977168918801575	2.3742823391489	0.5969779980741511	example_image	170125	co	co	co	ps
484	2752.0238095238096	42.0	9.118572514864386	5.987812861542678	2.8905874872120103	1.898136677109029	0.6566612100503464	example_image	170125	co	co	co	ps
485	3448.2727272727275	44.0	8.551137074432768	7.2700248518028925	2.7107104525951877	2.304597878021517	0.8501822375809761	example_image	170125	co	co	co	ps
486	3255.2727272727275	44.0	7.773314676968128	7.276501890282044	2.4641407525988965	2.3066510992194083	0.9360873954893257	example_image	170125	co	co	co	ps
487	3616.4	20.0	10.870459703422535	2.4151823608719214	3.4459357259849437	0.7656128083963991	0.22217849352879784	example_image	170125	co	co	co	ps
488	2820.2075471698113	53.0	9.255385610301161	7.425792482045475	2.933957238465468	2.3539762168084155	0.8023212424321505	example_image	170125	co	co	co	ps
